TYUTIN_FEDOR,	82,	1927,	9,	25,	12,	167,	241,	336,	9.6,	26.6,	2.93,	2.65,	9.78,	89.53,	2.60,	2.58,	50.2,	2.87,	2.70,	35.7,	29.2,	35.1,	-1;
VAANANEN_OSSI,	49,	877,	1,	10,	3,	20,	34,	44,	2.6,	25.6,	2.67,	3.14,	11.64,	91.32,	3.33,	2.59,	56.2,	2.87,	2.66,	21.2,	40.7,	38.1,	-1;
VALABIK_BORIS,	50,	762,	0,	5,	4,	16,	28,	50,	0.0,	25.0,	1.57,	3.62,	7.09,	89.98,	3.27,	3.15,	50.9,	2.89,	2.74,	20.0,	44.0,	36.0,	-1;
VANDERMEER_JIM,	45,	721,	1,	6,	2,	31,	55,	85,	3.0,	18.2,	2.75,	3.08,	10.09,	90.11,	3.11,	2.84,	52.2,	2.73,	2.70,	33.3,	30.9,	35.9,	-1;
VAN_RYN_MIKE,	27,	529,	3,	8,	4,	53,	73,	93,	10.3,	27.6,	3.28,	3.06,	10.39,	88.84,	2.98,	3.29,	47.5,	2.88,	2.61,	35.5,	28.8,	35.7,	-1;
VERNACE_MICHAEL,	12,	235,	0,	0,	0,	9,	11,	19,	0.0,	0.0,	1.02,	2.29,	4.60,	92.04,	2.05,	2.96,	40.9,	2.86,	2.53,	27.1,	36.5,	36.5,	-1;
VISNOVSKY_LUBOMIR,	50,	1150,	8,	23,	8,	86,	140,	200,	12.3,	35.4,	3.39,	1.93,	10.22,	92.08,	2.84,	3.04,	48.3,	2.78,	2.69,	42.4,	23.6,	34.0,	-1;
VLASIC_MARC-EDOUARD,	82,	1959,	6,	30,	10,	104,	154,	256,	5.8,	29.1,	3.15,	2.48,	9.42,	91.43,	3.68,	2.20,	62.6,	2.86,	2.70,	31.7,	32.1,	36.2,	-1;
VOLCHENKOV_ANTON,	68,	1369,	2,	8,	7,	79,	123,	183,	5.7,	22.9,	1.53,	2.94,	6.33,	89.94,	3.01,	2.73,	52.4,	3.06,	2.72,	21.6,	40.2,	38.2,	-1;
WAGNER_STEVE,	22,	343,	2,	2,	1,	16,	35,	49,	18.2,	18.2,	1.92,	3.14,	7.80,	89.53,	3.15,	2.68,	54.1,	2.76,	2.68,	32.4,	24.6,	43.0,	-1;
WALKER_MATT,	65,	1081,	1,	13,	6,	83,	108,	160,	2.3,	29.5,	2.44,	3.00,	8.29,	91.22,	3.17,	2.34,	57.5,	2.78,	2.67,	27.8,	31.7,	40.5,	-1;
WALLIN_NICLAS,	64,	1037,	2,	8,	4,	53,	76,	128,	6.2,	25.0,	1.85,	2.83,	7.10,	90.75,	2.86,	2.51,	53.3,	2.87,	2.77,	24.2,	40.0,	35.8,	-1;
WARD_AARON,	65,	1235,	3,	7,	3,	53,	84,	126,	6.2,	14.6,	2.33,	2.33,	8.92,	92.81,	3.77,	2.21,	63.0,	2.97,	2.73,	25.6,	40.8,	33.6,	-1;
WEAVER_MIKE,	58,	1001,	0,	7,	2,	36,	48,	67,	0.0,	26.9,	1.56,	2.04,	6.79,	93.25,	3.14,	2.82,	52.7,	2.89,	2.60,	23.3,	40.4,	36.3,	-1;
WEBER_MIKE,	7,	98,	0,	0,	0,	2,	3,	3,	0.0,	0.0,	0.00,	1.82,	0.00,	94.12,	3.06,	2.46,	55.4,	2.61,	2.91,	20.6,	43.1,	36.3,	-1;
WEBER_SHEA,	81,	1941,	23,	30,	16,	251,	370,	482,	23.0,	30.0,	3.09,	2.32,	9.18,	90.74,	2.20,	2.98,	42.5,	2.86,	2.69,	39.1,	28.3,	32.6,	-1;
WELCH_NOAH,	40,	437,	1,	1,	0,	22,	31,	44,	9.1,	9.1,	1.51,	4.11,	6.18,	88.24,	2.62,	2.85,	47.9,	2.70,	2.72,	29.2,	33.0,	37.8,	-1;
WHITE_COLIN,	71,	1349,	1,	17,	4,	68,	96,	130,	1.7,	28.8,	2.62,	3.11,	9.46,	90.00,	3.01,	2.12,	58.7,	2.94,	2.76,	23.2,	41.6,	35.2,	-1;
WHITE_IAN,	71,	1621,	10,	16,	8,	158,	222,	321,	12.5,	20.0,	2.96,	3.33,	9.37,	89.18,	2.91,	3.28,	47.0,	2.87,	2.70,	30.0,	31.9,	38.1,	-1;
WHITNEY_RYAN,	48,	1145,	2,	21,	11,	71,	107,	155,	3.7,	38.9,	2.83,	2.93,	9.66,	89.69,	3.38,	2.61,	56.5,	2.79,	2.70,	42.8,	22.8,	34.5,	-1;
WIDEMAN_DENNIS,	79,	1946,	13,	37,	16,	169,	276,	401,	10.4,	29.6,	3.85,	2.28,	12.36,	92.62,	2.97,	2.28,	56.5,	2.92,	2.74,	32.0,	33.1,	34.9,	-1;
WILSON_CLAY,	7,	78,	0,	1,	0,	13,	17,	21,	0.0,	50.0,	1.52,	2.28,	4.65,	90.00,	2.85,	2.92,	49.5,	2.75,	2.76,	50.7,	27.5,	21.7,	-1;
WISNIEWSKI_JAMES,	48,	953,	3,	21,	14,	89,	126,	189,	5.9,	41.2,	3.21,	2.58,	9.14,	90.38,	3.02,	2.48,	55.0,	2.71,	2.66,	37.5,	26.9,	35.6,	-1;
WITT_BRENDAN,	65,	1320,	0,	9,	1,	52,	76,	116,	0.0,	29.0,	1.41,	4.32,	5.88,	89.27,	2.61,	2.97,	46.7,	3.05,	2.69,	18.3,	48.7,	33.1,	-1;
WOYWITKA_JEFF,	65,	1201,	3,	15,	5,	71,	102,	152,	5.2,	25.9,	2.90,	1.80,	10.09,	92.87,	2.84,	2.87,	49.7,	2.71,	2.64,	32.0,	27.8,	40.2,	-1;
YANDLE_KEITH,	68,	1131,	4,	25,	17,	118,	163,	239,	6.8,	42.4,	3.13,	2.44,	9.67,	91.24,	2.34,	2.97,	44.1,	2.68,	2.66,	44.1,	22.7,	33.2,	-1;
ZANON_GREG,	82,	1708,	4,	7,	4,	54,	79,	132,	7.3,	12.7,	1.93,	3.23,	8.08,	90.44,	2.68,	2.61,	50.7,	2.99,	2.66,	20.9,	46.5,	32.5,	-1;
ZIDLICKY_MAREK,	76,	1679,	12,	30,	13,	147,	210,	319,	14.8,	37.0,	2.89,	2.29,	9.18,	91.00,	2.59,	2.34,	52.5,	2.77,	2.73,	44.6,	26.3,	29.1,	-1;
ZUBOV_SERGEI,	10,	242,	0,	4,	3,	15,	29,	39,	0.0,	33.3,	2.96,	3.21,	10.62,	88.79,	2.95,	2.83,	51.1,	2.73,	2.59,	42.4,	22.9,	34.6,	-1;
ALBERTS_ANDREW,	42,	635,	1,	6,	4,	21,	28,	53,	4.5,	27.3,	2.08,	2.64,	9.09,	91.52,	3.01,	2.13,	58.5,	2.66,	2.74,	22.6,	37.3,	40.1,	-1;
ALLEN_BRYAN,	72,	1319,	4,	13,	5,	58,	84,	143,	7.1,	23.2,	2.55,	3.09,	9.21,	91.60,	2.48,	2.46,	50.2,	2.71,	2.61,	26.3,	40.3,	33.4,	-1;
ALZNER_KARL,	81,	1622,	2,	10,	2,	64,	89,	140,	3.3,	16.4,	2.25,	2.29,	8.45,	92.02,	3.17,	2.22,	58.8,	2.82,	2.62,	28.2,	34.2,	37.6,	-1;
AUCOIN_ADRIAN,	75,	1624,	3,	19,	11,	99,	152,	233,	4.3,	27.1,	2.58,	2.84,	9.54,	91.68,	2.73,	2.55,	51.7,	2.83,	2.59,	25.0,	41.6,	33.4,	-1;
AULIE_KEITH,	40,	765,	2,	0,	0,	32,	49,	76,	8.3,	0.0,	1.88,	2.82,	8.08,	92.41,	2.83,	2.78,	50.5,	2.81,	2.52,	24.4,	39.2,	36.4,	-1;
BABCHUK_ANTON,	81,	1321,	11,	24,	8,	132,	206,	308,	14.1,	30.8,	3.54,	2.09,	10.40,	91.77,	2.69,	2.82,	48.8,	2.52,	2.61,	41.9,	21.6,	36.5,	-1;
BALLARD_KEITH,	65,	1033,	2,	5,	0,	53,	77,	136,	5.9,	14.7,	1.97,	2.21,	7.00,	93.37,	3.11,	2.19,	58.6,	2.65,	2.66,	25.7,	37.3,	37.0,	-1;
BARKER_CAM,	52,	852,	1,	4,	1,	44,	74,	109,	4.2,	16.7,	1.69,	2.60,	6.86,	91.63,	2.67,	2.59,	50.7,	2.68,	2.63,	35.6,	32.5,	31.9,	-1;
BARTULIS_OSKARS,	13,	169,	0,	0,	0,	7,	11,	19,	0.0,	0.0,	1.06,	2.48,	3.53,	93.20,	2.99,	2.46,	54.9,	2.49,	2.48,	25.7,	37.5,	36.8,	-1;
BEAUCHEMIN_FRANCOIS,	81,	1868,	5,	12,	3,	106,	162,	247,	6.8,	16.2,	2.38,	3.21,	9.37,	89.01,	2.68,	2.68,	50.0,	2.74,	2.58,	29.1,	34.4,	36.5,	-1;
BELLE_SHAWN,	9,	154,	0,	0,	0,	8,	10,	15,	0.0,	0.0,	1.94,	3.11,	9.62,	90.70,	2.41,	3.07,	44.0,	2.72,	2.61,	23.4,	43.1,	33.6,	-1;
BENOIT_ANDRE,	8,	134,	0,	1,	1,	17,	21,	27,	0.0,	20.0,	2.23,	1.78,	6.85,	92.73,	2.22,	2.78,	44.4,	2.58,	2.47,	34.5,	30.4,	35.1,	-1;
BERGERON_MARC-ANDRE,	23,	329,	2,	6,	3,	37,	59,	88,	10.5,	31.6,	3.46,	3.28,	8.68,	85.37,	3.26,	2.55,	56.1,	2.54,	2.63,	58.6,	17.2,	24.2,	-1;
BIEKSA_KEVIN,	66,	1481,	6,	16,	5,	105,	157,	223,	7.7,	20.5,	3.16,	2.06,	10.22,	93.14,	3.04,	2.20,	58.0,	2.80,	2.67,	25.6,	39.1,	35.3,	-1;
BLUM_JONATHON,	23,	408,	3,	5,	4,	18,	28,	40,	11.5,	19.2,	3.82,	2.35,	13.83,	92.08,	2.39,	2.28,	51.2,	2.71,	2.67,	33.7,	29.8,	36.5,	-1;
BOGOSIAN_ZACH,	71,	1590,	5,	12,	5,	155,	224,	308,	9.6,	23.1,	1.96,	3.17,	6.78,	90.44,	2.74,	2.97,	48.0,	2.71,	2.59,	31.1,	32.2,	36.7,	-1;
BOUILLON_FRANCIS,	44,	890,	1,	9,	6,	47,	64,	108,	2.5,	22.5,	2.70,	3.03,	9.90,	90.53,	2.43,	2.09,	53.7,	2.72,	2.61,	28.5,	36.8,	34.7,	-1;
BOUWMEESTER_JAY,	82,	2130,	4,	20,	8,	121,	175,	270,	4.4,	22.0,	2.56,	3.18,	8.93,	89.73,	3.25,	2.38,	57.8,	2.86,	2.63,	32.4,	35.5,	32.1,	-1;
BOYCHUK_JOHNNY,	69,	1414,	3,	13,	6,	154,	214,	302,	5.9,	25.5,	2.16,	1.95,	6.30,	94.11,	3.38,	2.38,	58.7,	2.78,	2.61,	30.3,	35.6,	34.1,	-1;
BOYLE_DAN,	76,	1994,	9,	41,	17,	199,	289,	419,	7.1,	32.5,	3.79,	2.65,	9.88,	90.36,	2.43,	2.33,	51.0,	2.76,	2.61,	39.3,	30.8,	29.9,	-1;
BOYNTON_NICK,	51,	746,	1,	7,	3,	43,	59,	95,	3.1,	21.9,	2.57,	3.05,	9.01,	89.59,	2.98,	2.55,	53.9,	2.61,	2.61,	28.9,	34.9,	36.2,	-1;
BRAUN_JUSTIN,	28,	462,	2,	9,	3,	44,	77,	112,	11.8,	52.9,	2.21,	2.73,	7.33,	89.76,	2.90,	2.33,	55.5,	2.76,	2.62,	33.2,	36.3,	30.5,	-1;
BREWER_ERIC,	76,	1675,	9,	7,	3,	110,	155,	214,	14.3,	11.1,	2.26,	2.87,	8.51,	91.00,	2.85,	2.71,	51.3,	2.80,	2.57,	23.9,	41.0,	35.1,	-1;
BROOKBANK_SHELDON,	40,	533,	0,	0,	0,	29,	40,	61,	0.0,	0.0,	1.01,	3.15,	4.11,	91.74,	2.32,	2.60,	47.1,	2.56,	2.58,	31.3,	31.8,	36.9,	-1;
BUTLER_CHRIS,	49,	890,	2,	7,	2,	52,	72,	119,	4.5,	15.9,	2.97,	2.36,	9.21,	91.84,	3.01,	2.68,	52.9,	2.63,	2.56,	32.0,	32.6,	35.3,	-1;
BYFUGLIEN_DUSTIN,	81,	1887,	20,	33,	21,	347,	491,	658,	16.5,	27.3,	3.85,	2.58,	9.84,	90.26,	2.06,	3.14,	39.6,	2.67,	2.57,	43.9,	23.2,	32.9,	-1;
CALLAHAN_JOE,	27,	428,	0,	1,	1,	21,	33,	46,	0.0,	6.2,	2.24,	2.38,	8.04,	92.02,	2.13,	2.52,	45.8,	2.54,	2.56,	33.2,	33.7,	33.2,	-1;
CAMPBELL_BRIAN,	65,	1494,	5,	22,	10,	84,	131,	196,	6.7,	29.3,	3.01,	1.85,	9.51,	92.74,	2.91,	2.88,	50.3,	2.70,	2.62,	34.9,	27.0,	38.1,	-1;
CAMPOLI_CHRIS,	77,	1473,	4,	17,	6,	84,	114,	184,	7.0,	29.8,	2.32,	2.65,	7.80,	90.67,	2.44,	2.88,	45.9,	2.66,	2.59,	32.1,	30.5,	37.5,	-1;
CARKNER_MATT,	50,	744,	1,	6,	2,	40,	50,	71,	4.5,	27.3,	1.77,	2.90,	6.81,	90.45,	2.29,	2.90,	44.1,	2.63,	2.59,	26.8,	36.2,	37.0,	-1;
CARLE_MATT,	82,	1803,	1,	39,	20,	117,	171,	262,	1.0,	37.9,	3.43,	2.26,	9.95,	91.99,	3.14,	2.66,	54.2,	2.65,	2.56,	32.4,	31.4,	36.2,	-1;
CARLSON_JOHN,	81,	1836,	7,	30,	14,	143,	205,	308,	7.5,	32.3,	3.04,	2.16,	9.55,	91.78,	2.35,	2.33,	50.3,	2.79,	2.62,	34.0,	31.3,	34.7,	-1;
CARSON_BRETT,	19,	217,	0,	0,	0,	12,	14,	22,	0.0,	0.0,	4.42,	2.21,	14.68,	89.74,	2.80,	2.66,	51.2,	2.48,	2.55,	26.4,	27.5,	46.1,	-1;
CHARA_ZDENO,	81,	2060,	14,	30,	12,	264,	363,	511,	12.4,	26.5,	3.29,	2.39,	9.35,	92.53,	2.86,	2.17,	56.9,	2.82,	2.60,	31.7,	36.6,	31.7,	-1;
CHORNEY_TAYLOR,	12,	191,	1,	3,	0,	13,	18,	33,	12.5,	37.5,	2.50,	3.13,	8.89,	89.58,	2.29,	2.98,	43.5,	2.56,	2.61,	36.5,	28.7,	34.8,	-1;
CLARK_BRETT,	82,	1548,	9,	22,	9,	87,	139,	209,	11.4,	27.8,	3.06,	1.98,	9.04,	91.96,	3.14,	3.03,	50.9,	2.67,	2.59,	35.2,	28.8,	36.0,	-1;
CLITSOME_GRANT,	31,	659,	4,	15,	7,	50,	77,	134,	10.0,	37.5,	3.64,	2.46,	10.47,	90.85,	2.59,	2.93,	47.0,	2.69,	2.57,	46.6,	19.5,	33.9,	-1;
COBURN_BRAYDON,	82,	1725,	2,	14,	9,	114,	167,	241,	2.6,	18.4,	2.64,	2.71,	9.12,	90.98,	3.54,	2.55,	58.1,	2.74,	2.56,	26.8,	36.3,	36.9,	-1;
COLAIACOVO_CARLO,	65,	1178,	6,	20,	8,	81,	120,	190,	11.1,	37.0,	2.75,	2.19,	8.49,	90.53,	3.03,	2.80,	52.0,	2.64,	2.65,	44.3,	22.5,	33.2,	-1;
COLE_IAN,	26,	457,	1,	3,	0,	22,	38,	58,	5.0,	15.0,	2.62,	2.10,	8.70,	92.73,	2.82,	2.77,	50.4,	2.75,	2.64,	30.4,	29.1,	40.5,	-1;
COMMODORE_MIKE,	20,	371,	2,	4,	2,	32,	46,	71,	22.2,	44.4,	1.46,	2.91,	5.11,	91.09,	2.64,	2.81,	48.4,	2.77,	2.54,	33.9,	34.9,	31.2,	-1;
CORRENTE_MATTHEW,	22,	299,	0,	6,	3,	21,	24,	40,	0.0,	54.5,	2.21,	3.41,	7.97,	89.76,	1.93,	2.31,	45.6,	2.62,	2.60,	31.7,	28.6,	39.7,	-1;
CORVO_JOE,	81,	2009,	11,	29,	18,	189,	257,	381,	12.1,	31.9,	2.72,	2.75,	8.69,	91.52,	2.91,	2.73,	51.6,	2.72,	2.59,	36.0,	32.4,	31.6,	-1;
CULLIMORE_JASSEN,	36,	454,	0,	8,	3,	22,	34,	55,	0.0,	40.0,	2.64,	2.77,	8.93,	90.19,	2.87,	2.64,	52.1,	2.49,	2.61,	31.5,	28.8,	39.6,	-1;
CUMISKEY_KYLE,	18,	353,	1,	7,	0,	21,	31,	39,	5.3,	36.8,	3.22,	4.24,	10.16,	87.62,	2.69,	3.18,	45.8,	2.81,	2.52,	31.1,	35.4,	33.5,	-1;
DALEY_TREVOR,	82,	1843,	8,	19,	6,	131,	210,	293,	10.0,	23.8,	2.60,	2.51,	9.35,	92.32,	2.93,	2.74,	51.7,	2.70,	2.61,	34.7,	30.5,	34.8,	-1;
DEL_ZOTTO_MICHAEL,	47,	915,	2,	9,	5,	58,	100,	152,	4.2,	18.8,	3.15,	2.56,	9.07,	90.10,	2.58,	2.25,	53.5,	2.54,	2.66,	43.2,	22.9,	33.8,	-1;
DEMERS_JASON,	75,	1462,	2,	22,	10,	105,	164,	245,	2.9,	31.9,	2.83,	1.97,	7.96,	92.78,	2.92,	2.54,	53.5,	2.70,	2.61,	34.1,	32.8,	33.2,	-1;
DOUGHTY_DREW,	76,	1948,	11,	29,	15,	139,	214,	354,	10.3,	27.1,	3.29,	2.52,	10.25,	89.83,	2.13,	2.23,	48.9,	2.85,	2.64,	39.9,	30.0,	30.1,	-1;
DREWISKE_DAVIS,	38,	545,	0,	5,	3,	27,	37,	70,	0.0,	31.2,	1.76,	2.20,	8.08,	91.74,	2.53,	2.25,	52.9,	2.55,	2.65,	30.7,	31.6,	37.7,	-1;
EATON_MARK,	34,	692,	0,	3,	2,	29,	45,	63,	0.0,	15.0,	1.73,	3.29,	7.78,	90.18,	2.73,	2.88,	48.7,	2.81,	2.54,	21.2,	43.3,	35.5,	-1;
EDLER_ALEXANDER,	51,	1238,	8,	25,	13,	121,	191,	275,	9.9,	30.9,	3.92,	2.33,	10.99,	92.05,	3.23,	2.01,	61.7,	2.72,	2.69,	45.6,	27.4,	26.9,	-1;
EHRHOFF_CHRISTIAN,	79,	1895,	14,	36,	17,	209,	307,	451,	11.4,	29.3,	3.89,	1.87,	10.74,	93.04,	2.86,	2.32,	55.3,	2.72,	2.64,	46.8,	26.0,	27.3,	-1;
EKMAN-LARSSON_OLIVER,	48,	721,	1,	10,	4,	50,	75,	117,	3.1,	31.2,	2.66,	2.41,	8.82,	91.57,	2.75,	2.51,	52.3,	2.59,	2.58,	33.3,	32.1,	34.6,	-1;
ELLERBY_KEATON,	54,	869,	2,	10,	3,	56,	80,	137,	9.5,	47.6,	1.45,	2.62,	4.95,	90.75,	2.53,	2.56,	49.7,	2.67,	2.59,	33.3,	31.3,	35.4,	-1;
EMINGER_STEVE,	65,	1030,	2,	4,	0,	23,	40,	60,	5.9,	11.8,	1.98,	2.39,	7.98,	91.96,	2.82,	2.19,	56.3,	2.59,	2.62,	30.2,	32.3,	37.5,	-1;
ENGELLAND_DERYK,	63,	840,	3,	7,	3,	49,	73,	109,	13.0,	30.4,	1.64,	2.29,	6.20,	92.52,	2.90,	2.29,	55.9,	2.60,	2.63,	32.8,	29.5,	37.6,	-1;
ENSTROM_TOBIAS,	72,	1704,	10,	41,	21,	113,	158,	247,	9.5,	39.0,	3.70,	2.78,	9.91,	90.21,	2.37,	2.97,	44.4,	2.67,	2.59,	44.7,	23.7,	31.6,	-1;
ERICSSON_JONATHAN,	74,	1394,	3,	12,	7,	89,	131,	176,	4.7,	18.8,	2.75,	2.84,	8.48,	90.98,	3.55,	2.68,	57.0,	2.68,	2.57,	30.2,	35.1,	34.7,	-1;
ERSKINE_JOHN,	72,	1067,	4,	6,	2,	55,	72,	120,	11.4,	17.1,	1.97,	2.31,	6.90,	92.22,	2.62,	2.37,	52.5,	2.58,	2.61,	32.2,	32.9,	34.9,	-1;
FAHEY_BRIAN,	7,	82,	0,	1,	1,	4,	4,	7,	0.0,	33.3,	2.18,	2.90,	5.88,	87.10,	2.51,	2.31,	52.2,	2.52,	2.72,	38.2,	21.1,	40.8,	-1;
FALK_JUSTIN,	22,	311,	0,	3,	2,	7,	10,	21,	0.0,	30.0,	1.93,	2.50,	9.52,	92.66,	2.33,	2.62,	47.0,	2.73,	2.65,	21.9,	40.2,	37.9,	-1;
FAYNE_MARK,	57,	1016,	4,	10,	5,	77,	104,	147,	9.8,	24.4,	2.42,	1.89,	8.47,	92.51,	2.04,	2.56,	44.4,	2.71,	2.60,	30.0,	29.0,	41.0,	-1;
FERENCE_ANDREW,	70,	1258,	3,	12,	2,	78,	112,	179,	4.8,	19.0,	3.00,	2.43,	10.26,	92.63,	2.93,	2.17,	57.5,	2.66,	2.59,	29.7,	35.8,	34.5,	-1;
FISTRIC_MARK,	57,	819,	2,	3,	2,	26,	50,	81,	7.1,	10.7,	2.05,	3.44,	9.52,	88.94,	2.70,	2.51,	51.9,	2.65,	2.61,	28.1,	34.5,	37.3,	-1;
FOOTE_ADAM,	47,	840,	0,	8,	3,	23,	29,	41,	0.0,	27.6,	2.07,	4.35,	8.73,	88.62,	2.78,	3.07,	47.5,	2.80,	2.57,	20.4,	45.4,	34.1,	-1;
FOSTER_KURTIS,	74,	1305,	8,	14,	4,	182,	256,	364,	14.0,	24.6,	2.62,	2.12,	8.19,	92.03,	2.31,	3.30,	41.2,	2.60,	2.63,	47.7,	22.4,	29.9,	-1;
FOWLER_CAM,	76,	1681,	10,	30,	15,	123,	173,	255,	11.9,	35.7,	3.00,	2.43,	9.39,	91.64,	2.88,	2.89,	49.9,	2.67,	2.62,	40.8,	23.6,	35.6,	-1;
FRANSON_CODY,	80,	1214,	8,	21,	13,	156,	220,	304,	15.1,	39.6,	2.62,	1.68,	8.14,	94.04,	2.37,	2.48,	48.8,	2.59,	2.67,	38.9,	30.4,	30.6,	-1;
FRASER_MARK,	26,	363,	0,	2,	2,	16,	27,	37,	0.0,	16.7,	1.98,	1.98,	7.36,	93.14,	2.00,	2.38,	45.7,	2.71,	2.55,	33.2,	29.2,	37.6,	-1;
GARRISON_JASON,	73,	1626,	5,	13,	8,	116,	179,	264,	10.9,	28.3,	1.70,	2.25,	6.20,	93.19,	2.51,	2.91,	46.3,	2.88,	2.58,	23.0,	42.6,	34.4,	-1;
GAUNCE_CAMERON,	11,	140,	1,	0,	0,	4,	7,	12,	50.0,	0.0,	0.86,	3.43,	3.45,	90.00,	2.62,	3.23,	44.8,	2.53,	2.46,	16.5,	50.5,	33.0,	-1;
GERVAIS_BRUNO,	53,	830,	0,	6,	3,	43,	74,	114,	0.0,	30.0,	1.44,	2.89,	5.92,	91.49,	2.89,	3.10,	48.2,	2.61,	2.58,	26.7,	37.5,	35.9,	-1;
GILBERT_TOM,	79,	1935,	6,	20,	7,	107,	156,	220,	7.7,	25.6,	2.42,	3.63,	9.25,	88.18,	2.29,	2.73,	45.7,	2.83,	2.62,	29.2,	34.9,	35.9,	-1;
GILL_HAL,	75,	1486,	2,	7,	1,	62,	91,	135,	4.9,	17.1,	1.66,	2.79,	6.70,	91.75,	3.10,	2.27,	57.8,	2.82,	2.57,	21.1,	44.2,	34.7,	-1;
GILROY_MATT,	58,	822,	3,	8,	4,	75,	96,	138,	8.6,	22.9,	2.55,	1.97,	7.95,	92.60,	2.66,	2.25,	54.1,	2.46,	2.64,	40.7,	23.7,	35.5,	-1;
GIORDANO_MARK,	82,	1897,	8,	34,	16,	165,	261,	390,	8.1,	34.3,	3.13,	2.69,	9.62,	89.32,	2.86,	2.59,	52.5,	2.69,	2.64,	37.9,	27.0,	35.1,	-1;
GIRARDI_DAN,	80,	1965,	4,	27,	12,	110,	157,	240,	4.7,	31.8,	2.60,	2.90,	9.28,	90.97,	2.88,	2.02,	58.8,	2.84,	2.60,	28.1,	38.3,	33.6,	-1;
GLEASON_TIM,	81,	1702,	2,	14,	6,	82,	135,	224,	3.6,	25.5,	1.94,	2.92,	7.20,	92.44,	3.28,	2.59,	55.9,	2.75,	2.57,	25.7,	39.9,	34.5,	-1;
GOLIGOSKI_ALEX,	83,	1844,	14,	32,	13,	162,	244,	392,	12.4,	28.3,	3.67,	2.28,	10.60,	91.24,	2.58,	2.48,	50.9,	2.69,	2.61,	43.7,	24.1,	32.1,	-1;
GONCHAR_SERGEI,	67,	1553,	7,	20,	9,	107,	163,	260,	9.7,	27.8,	2.78,	2.55,	8.98,	91.11,	2.16,	3.12,	40.9,	2.69,	2.58,	39.4,	27.9,	32.7,	-1;
GORGES_JOSH,	36,	762,	1,	6,	1,	20,	39,	62,	4.0,	24.0,	1.97,	2.75,	8.33,	91.55,	2.35,	2.35,	50.1,	2.80,	2.65,	25.5,	41.8,	32.7,	-1;
GRAGNANI_MARC-ANDRE,	9,	137,	1,	2,	0,	11,	15,	21,	14.3,	28.6,	3.05,	2.18,	9.33,	92.19,	3.05,	2.57,	54.3,	2.70,	2.66,	48.4,	16.4,	35.2,	-1;
GREEN_MIKE,	48,	1210,	8,	16,	11,	115,	162,	246,	14.0,	28.1,	2.83,	1.98,	8.14,	92.63,	2.72,	2.35,	53.7,	2.67,	2.66,	37.3,	31.5,	31.2,	-1;
GREENE_ANDY,	82,	1833,	4,	19,	8,	91,	132,	210,	7.8,	37.3,	1.67,	2.78,	6.29,	89.58,	2.38,	2.26,	51.3,	2.74,	2.61,	32.5,	33.4,	34.1,	-1;
GREENE_MATT,	71,	1205,	2,	9,	6,	50,	81,	114,	5.7,	25.7,	1.74,	2.49,	7.26,	91.55,	2.60,	2.30,	53.0,	2.72,	2.61,	24.5,	40.4,	35.2,	-1;
GROSSMANN_NICKLAS,	59,	1073,	1,	9,	4,	38,	70,	114,	2.5,	22.5,	2.23,	2.91,	10.05,	90.92,	2.91,	2.74,	51.5,	2.94,	2.58,	23.2,	40.2,	36.5,	-1;
GUNNARSSON_CARL,	68,	1240,	4,	16,	4,	69,	95,	157,	8.7,	34.8,	2.23,	3.39,	8.81,	89.31,	2.72,	2.72,	50.0,	2.67,	2.58,	29.4,	41.9,	28.7,	-1;
HAINSEY_RON,	82,	1482,	3,	16,	6,	83,	128,	185,	5.3,	28.1,	2.31,	2.71,	8.19,	91.59,	2.56,	3.22,	44.2,	2.66,	2.55,	28.6,	33.8,	37.5,	-1;
HALE_DAVID,	25,	407,	1,	4,	1,	20,	24,	35,	5.6,	22.2,	2.65,	2.21,	9.78,	93.30,	2.25,	2.84,	44.2,	2.57,	2.52,	31.7,	32.9,	35.4,	-1;
HAMHUIS_DAN,	64,	1451,	6,	17,	6,	109,	148,	234,	8.1,	23.0,	3.06,	2.07,	9.79,	93.18,	3.25,	2.14,	60.3,	2.87,	2.64,	28.8,	37.9,	33.4,	-1;
HAMONIC_TRAVIS,	62,	1337,	5,	21,	12,	118,	168,	261,	7.4,	30.9,	3.05,	3.05,	10.18,	89.96,	2.85,	2.89,	49.6,	2.74,	2.53,	29.0,	36.5,	34.5,	-1;
HAMRLIK_ROMAN,	79,	1760,	5,	29,	13,	129,	189,	276,	6.2,	36.2,	2.73,	2.49,	7.92,	92.04,	2.79,	2.38,	53.9,	2.75,	2.60,	34.1,	29.5,	36.4,	-1;
HANNAN_SCOTT,	78,	1543,	1,	10,	5,	56,	75,	109,	1.9,	18.9,	2.06,	2.80,	7.48,	91.26,	2.79,	2.53,	52.4,	2.77,	2.59,	25.6,	39.7,	34.6,	-1;
HARRISON_JAY,	71,	1084,	3,	7,	6,	49,	89,	137,	7.0,	16.3,	2.38,	3.21,	9.21,	90.69,	2.86,	2.62,	52.2,	2.61,	2.55,	23.7,	41.1,	35.2,	-1;
HARROLD_PETER,	19,	232,	1,	3,	2,	12,	21,	30,	10.0,	30.0,	2.58,	1.55,	8.26,	93.68,	2.32,	2.38,	49.4,	2.55,	2.66,	37.9,	32.9,	29.2,	-1;
